tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__gilardii,g__Cupriavidus,rank_6,s__gilardii,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__gilardii
s__bacterium_RIFCSPLOWO2_02_FULL_63_24,o__Rhodocyclales,rank_4,s__bacterium_RIFCSPLOWO2_02_FULL_63_24,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,s__bacterium_RIFCSPLOWO2_02_FULL_63_24,,
g__Thioalkalivibrio,f__Ectothiorhodospiraceae,rank_5,g__Thioalkalivibrio,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Thioalkalivibrio,
s__sulfidiphilus,g__Thioalkalivibrio,rank_6,s__sulfidiphilus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Thioalkalivibrio,s__sulfidiphilus
s__bacterium_RIFCSPHIGHO2_12_FULL_61_11,o__Burkholderiales,rank_4,s__bacterium_RIFCSPHIGHO2_12_FULL_61_11,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,s__bacterium_RIFCSPHIGHO2_12_FULL_61_11,,
s__sp._Leaf106,g__Methylobacterium,rank_6,s__sp._Leaf106,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__sp._Leaf106
c__Pelagophyceae,k__Eukaryota,rank_1,c__Pelagophyceae,Root,k__Eukaryota,c__Pelagophyceae,,,,,
o__Pelagomonadales,c__Pelagophyceae,rank_2,o__Pelagomonadales,Root,k__Eukaryota,c__Pelagophyceae,o__Pelagomonadales,,,,
g__Aureoumbra,o__Pelagomonadales,rank_3,g__Aureoumbra,Root,k__Eukaryota,c__Pelagophyceae,o__Pelagomonadales,g__Aureoumbra,,,
s__lagunensis,g__Aureoumbra,rank_4,s__lagunensis,Root,k__Eukaryota,c__Pelagophyceae,o__Pelagomonadales,g__Aureoumbra,s__lagunensis,,
s__veronii,g__Pseudomonas,rank_6,s__veronii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__veronii
s__endosymbiont_of_Eucomonympha_sp.,g__Treponema,rank_6,s__endosymbiont_of_Eucomonympha_sp.,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__endosymbiont_of_Eucomonympha_sp.
s__sp._RF4-BP95,g__Burkholderia,rank_6,s__sp._RF4-BP95,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._RF4-BP95
p__Zoopagomycota,k__Eukaryota,rank_1,p__Zoopagomycota,Root,k__Eukaryota,p__Zoopagomycota,,,,,
o__Kickxellales,p__Zoopagomycota,rank_2,o__Kickxellales,Root,k__Eukaryota,p__Zoopagomycota,o__Kickxellales,,,,
f__Kickxellaceae,o__Kickxellales,rank_3,f__Kickxellaceae,Root,k__Eukaryota,p__Zoopagomycota,o__Kickxellales,f__Kickxellaceae,,,
g__Linderina,f__Kickxellaceae,rank_4,g__Linderina,Root,k__Eukaryota,p__Zoopagomycota,o__Kickxellales,f__Kickxellaceae,g__Linderina,,
s__pennispora,g__Linderina,rank_5,s__pennispora,Root,k__Eukaryota,p__Zoopagomycota,o__Kickxellales,f__Kickxellaceae,g__Linderina,s__pennispora,
g__Dichanthelium,f__Poaceae,rank_5,g__Dichanthelium,Root,k__Eukaryota,p__Streptophyta,c__Liliopsida,o__Poales,f__Poaceae,g__Dichanthelium,
s__oligosanthes,g__Dichanthelium,rank_6,s__oligosanthes,Root,k__Eukaryota,p__Streptophyta,c__Liliopsida,o__Poales,f__Poaceae,g__Dichanthelium,s__oligosanthes
s__sp._MED121,g__Marinomonas,rank_6,s__sp._MED121,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinomonas,s__sp._MED121
s__sp._A37,g__Hydrogenophaga,rank_6,s__sp._A37,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Hydrogenophaga,s__sp._A37
s__gilvosporeus,g__Streptomyces,rank_6,s__gilvosporeus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__gilvosporeus
s__sp._344,g__Janthinobacterium,rank_6,s__sp._344,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Janthinobacterium,s__sp._344
s__sp._MZ1T,g__Thauera,rank_6,s__sp._MZ1T,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Zoogloeaceae,g__Thauera,s__sp._MZ1T
s__brasiliensise3,g__Sporothrix,rank_6,s__brasiliensise3,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Ophiostomatales,f__Ophiostomataceae,g__Sporothrix,s__brasiliensise3
f__Endozoicomonaceae,o__Oceanospirillales,rank_4,f__Endozoicomonaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Endozoicomonaceae,,
g__Parendozoicomonas,f__Endozoicomonaceae,rank_5,g__Parendozoicomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Endozoicomonaceae,g__Parendozoicomonas,
s__haliclonae,g__Parendozoicomonas,rank_6,s__haliclonae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Endozoicomonaceae,g__Parendozoicomonas,s__haliclonae
s__sp._CCB-MM3,g__Yangia,rank_6,s__sp._CCB-MM3,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Yangia,s__sp._CCB-MM3
s__pinensis,g__Chitinophaga,rank_6,s__pinensis,Root,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__pinensis
s__turgidiscabies,g__Streptomyces,rank_6,s__turgidiscabies,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__turgidiscabies
c__Taphrinomycetes,p__Ascomycota,rank_2,c__Taphrinomycetes,Root,k__Eukaryota,p__Ascomycota,c__Taphrinomycetes,,,,
o__Taphrinales,c__Taphrinomycetes,rank_3,o__Taphrinales,Root,k__Eukaryota,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,,,
f__Protomycetaceae,o__Taphrinales,rank_4,f__Protomycetaceae,Root,k__Eukaryota,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Protomycetaceae,,
g__Protomyces,f__Protomycetaceae,rank_5,g__Protomyces,Root,k__Eukaryota,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Protomycetaceae,g__Protomyces,
s__lactucaedebilis,g__Protomyces,rank_6,s__lactucaedebilis,Root,k__Eukaryota,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Protomycetaceae,g__Protomyces,s__lactucaedebilis
s__sp._NRRL_S-104,g__Streptomyces,rank_6,s__sp._NRRL_S-104,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._NRRL_S-104
s__sp._174MFSha1.1,g__Methylobacterium,rank_6,s__sp._174MFSha1.1,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__sp._174MFSha1.1
s__Clostridium_sp.,g__Clostridium,rank_6,s__Clostridium_sp.,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp.
s__sp._Root1220,g__Rhizobium,rank_6,s__sp._Root1220,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__sp._Root1220
s__sp._MSMB1078WGS,g__Burkholderia,rank_6,s__sp._MSMB1078WGS,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._MSMB1078WGS
s__subrutilus,g__Streptomyces,rank_6,s__subrutilus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__subrutilus
s__sp._P2b,g__Arthrobacter,rank_6,s__sp._P2b,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__sp._P2b
s__sp._HMSC065E07,g__Staphylococcus,rank_6,s__sp._HMSC065E07,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__sp._HMSC065E07
s__sp._HUK17,g__Pseudomonas,rank_6,s__sp._HUK17,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._HUK17
s__sp._GA-1331,g__Mycobacterium,rank_6,s__sp._GA-1331,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__sp._GA-1331
s__mediterraneae1,g__Alteromonas,rank_6,s__mediterraneae1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,s__mediterraneae1
s__pedi,g__Caballeronia,rank_6,s__pedi,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Caballeronia,s__pedi
s__lentulus,g__Aspergillus,rank_6,s__lentulus,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__lentulus
f__Scytonemataceae,o__Nostocales,rank_3,f__Scytonemataceae,Root,k__Bacteria,p__Cyanobacteria,o__Nostocales,f__Scytonemataceae,,,
g__Scytonema,f__Scytonemataceae,rank_4,g__Scytonema,Root,k__Bacteria,p__Cyanobacteria,o__Nostocales,f__Scytonemataceae,g__Scytonema,,
s__tolypothrichoides,g__Scytonema,rank_5,s__tolypothrichoides,Root,k__Bacteria,p__Cyanobacteria,o__Nostocales,f__Scytonemataceae,g__Scytonema,s__tolypothrichoides,
s__sp._P11G5,g__Psychrobacter,rank_6,s__sp._P11G5,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__sp._P11G5
s__sulfonivorans,g__Pseudarthrobacter,rank_6,s__sulfonivorans,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Pseudarthrobacter,s__sulfonivorans
s__sp._yr461,g__Acinetobacter,rank_6,s__sp._yr461,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__sp._yr461
s__sp._Cmf_22.2,g__Psychrobacter,rank_6,s__sp._Cmf_22.2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__sp._Cmf_22.2
s__senegalense,g__Mycolicibacterium,rank_6,s__senegalense,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__senegalense
s__sp._HI0027,g__Sulfitobacter,rank_6,s__sp._HI0027,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sulfitobacter,s__sp._HI0027
s__sp._PAMC_26554,g__Hymenobacter,rank_6,s__sp._PAMC_26554,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__sp._PAMC_26554
s__filiformise1,g__Chitinophaga,rank_6,s__filiformise1,Root,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__filiformise1
s__abyssi,g__Pelagibaca,rank_6,s__abyssi,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pelagibaca,s__abyssi
s__zeshuii,g__Pseudomonas,rank_6,s__zeshuii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__zeshuii
s__sp._I38E,g__Cellulosimicrobium,rank_6,s__sp._I38E,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Promicromonosporaceae,g__Cellulosimicrobium,s__sp._I38E
s__variabile,g__Methylobacterium,rank_6,s__variabile,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__variabile
s__huangheensis,g__Halomonas,rank_6,s__huangheensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__huangheensis
s__sp._NFACC02,g__Pseudomonas,rank_6,s__sp._NFACC02,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._NFACC02
s__sp._MJM2582,g__Amycolatopsis,rank_6,s__sp._MJM2582,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__sp._MJM2582
s__sp._RS9916,g__Synechococcus,rank_5,s__sp._RS9916,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Synechococcaceae,g__Synechococcus,s__sp._RS9916,
g__Sagittula,f__Rhodobacteraceae,rank_5,g__Sagittula,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sagittula,
s__stellata,g__Sagittula,rank_6,s__stellata,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sagittula,s__stellata
s__vallismortis,g__Haloarcula,rank_6,s__vallismortis,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__vallismortis
s__cattleyae,g__Acidovorax,rank_6,s__cattleyae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__cattleyae
g__Siphonobacter,f__Cytophagaceae,rank_5,g__Siphonobacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Siphonobacter,
s__aquaeclarae,g__Siphonobacter,rank_6,s__aquaeclarae,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Siphonobacter,s__aquaeclarae
g__Izhakiella,f__Enterobacteriaceae,rank_5,g__Izhakiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Izhakiella,
s__australiensise1,g__Izhakiella,rank_6,s__australiensise1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Izhakiella,s__australiensise1
s__sp._Leaf288,g__Microbacterium,rank_6,s__sp._Leaf288,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__sp._Leaf288
s__sp._Nsp1,g__Nitrosospira,rank_6,s__sp._Nsp1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosospira,s__sp._Nsp1
s__daqiaonensis,g__Halomonas,rank_6,s__daqiaonensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__daqiaonensis
s__sp._HI0066,g__Oleiphilus,rank_6,s__sp._HI0066,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oleiphilaceae,g__Oleiphilus,s__sp._HI0066
s__xianhensis,g__Halomonas,rank_6,s__xianhensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__xianhensis
s__bacterium_RIFCSPLOWO2_12_FULL_64_33,o__Burkholderiales,rank_4,s__bacterium_RIFCSPLOWO2_12_FULL_64_33,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,s__bacterium_RIFCSPLOWO2_12_FULL_64_33,,
g__Antarctobacter,f__Rhodobacteraceae,rank_5,g__Antarctobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Antarctobacter,
s__heliothermus,g__Antarctobacter,rank_6,s__heliothermus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Antarctobacter,s__heliothermus
g__Halobacterium,f__Halobacteriaceae,rank_5,g__Halobacterium,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,
s__sp._DL1,g__Halobacterium,rank_6,s__sp._DL1,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__sp._DL1
s__sp._Nm51,g__Nitrosomonas,rank_6,s__sp._Nm51,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosomonas,s__sp._Nm51
s__sp._WH_8016,g__Synechococcus,rank_5,s__sp._WH_8016,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Synechococcaceae,g__Synechococcus,s__sp._WH_8016,
s__pallens,g__Enterococcus,rank_6,s__pallens,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__pallens
s__miluonense,g__Rhizobium,rank_6,s__miluonense,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__miluonense
g__Phyllobacterium,f__Phyllobacteriaceae,rank_5,g__Phyllobacterium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Phyllobacterium,
s__sp._YR531,g__Phyllobacterium,rank_6,s__sp._YR531,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Phyllobacterium,s__sp._YR531
s__marmarensis,g__Bacillus,rank_6,s__marmarensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__marmarensis
s__taeanensis,g__Pseudomonas,rank_6,s__taeanensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__taeanensis
s__nanhaiticus,g__Alcanivorax,rank_6,s__nanhaiticus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,g__Alcanivorax,s__nanhaiticus
s__sp._Leaf117,g__Methylobacterium,rank_6,s__sp._Leaf117,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__sp._Leaf117
g__Ketogulonicigenium,f__Rhodobacteraceae,rank_5,g__Ketogulonicigenium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ketogulonicigenium,
s__vulgare,g__Ketogulonicigenium,rank_6,s__vulgare,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ketogulonicigenium,s__vulgare
s__sp._WF1,g__Massilia,rank_6,s__sp._WF1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__sp._WF1
s__sp._TJI49,g__Burkholderia,rank_6,s__sp._TJI49,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._TJI49
s__brasiliensise4,g__Vibrio,rank_6,s__brasiliensise4,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__brasiliensise4
g__Macrophomina,f__Botryosphaeriaceae,rank_5,g__Macrophomina,Root,k__Eukaryota,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Macrophomina,
s__phaseolina,g__Macrophomina,rank_6,s__phaseolina,Root,k__Eukaryota,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Macrophomina,s__phaseolina
s__campisalis,g__Bacillus,rank_6,s__campisalis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__campisalis
s__sp._MRMR6,g__Bacillus,rank_6,s__sp._MRMR6,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__sp._MRMR6
s__expansum,g__Penicillium,rank_6,s__expansum,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__expansum
s__sp._DSM_44268,g__Blastococcus,rank_6,s__sp._DSM_44268,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,f__Geodermatophilaceae,g__Blastococcus,s__sp._DSM_44268
s__sp._LCM_4576,g__Mesorhizobium,rank_6,s__sp._LCM_4576,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__sp._LCM_4576
s__sp._KB5,g__Frankia,rank_6,s__sp._KB5,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,s__sp._KB5
s__coronafaciens,g__Pseudomonas,rank_6,s__coronafaciens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__coronafaciens
f__Idiomarinaceae,o__Alteromonadales,rank_4,f__Idiomarinaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,,
g__Idiomarina,f__Idiomarinaceae,rank_5,g__Idiomarina,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,
s__sp._H105,g__Idiomarina,rank_6,s__sp._H105,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,s__sp._H105
o__Kineosporiales,c__Actinobacteria,rank_3,o__Kineosporiales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,,,
f__Kineosporiaceae,o__Kineosporiales,rank_4,f__Kineosporiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,,
g__Kineococcus,f__Kineosporiaceae,rank_5,g__Kineococcus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,g__Kineococcus,
s__radiotoleranse1,g__Kineococcus,rank_6,s__radiotoleranse1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,g__Kineococcus,s__radiotoleranse1
s__gallinarum,g__Staphylococcus,rank_6,s__gallinarum,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__gallinarum
g__Puniceibacterium,f__Rhodobacteraceae,rank_5,g__Puniceibacterium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Puniceibacterium,
s__sp._IMCC21224,g__Puniceibacterium,rank_6,s__sp._IMCC21224,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Puniceibacterium,s__sp._IMCC21224
s__sp._LC34,g__Agrobacterium,rank_6,s__sp._LC34,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__sp._LC34
s__sp._2G,g__Rhodococcus,rank_6,s__sp._2G,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__sp._2G
s__variabilise1,g__Isoptericola,rank_6,s__variabilise1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Promicromonosporaceae,g__Isoptericola,s__variabilise1
s__cryohalolentis,g__Psychrobacter,rank_6,s__cryohalolentis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__cryohalolentis
s__galactosidilyticus,g__Bacillus,rank_6,s__galactosidilyticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__galactosidilyticus
s__lupinie1,g__Micromonospora,rank_6,s__lupinie1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__lupinie1
s__coagulans,g__Bacillus,rank_6,s__coagulans,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__coagulans
g__Microterricola,f__Microbacteriaceae,rank_5,g__Microterricola,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microterricola,
s__viridarii,g__Microterricola,rank_6,s__viridarii,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microterricola,s__viridarii
s__sp._ov031,g__Paenibacillus,rank_6,s__sp._ov031,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__sp._ov031
s__bacterium_RIFOXYC12_FULL_65_23,o__Burkholderiales,rank_4,s__bacterium_RIFOXYC12_FULL_65_23,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,s__bacterium_RIFOXYC12_FULL_65_23,,
